year,quarter,geo_type,geo_name,geo_pname,hover_over,reg_users,app_opens
2018,1,DIS,lower siang,arunachal-pradesh,STA,270,0
2018,1,DIS,dibang valley,arunachal-pradesh,STA,66,0
2018,1,DIS,west kameng,arunachal-pradesh,STA,2202,0
2018,1,DIS,shi yomi,arunachal-pradesh,STA,49,0
2018,1,DIS,east kameng,arunachal-pradesh,STA,222,0
2018,1,DIS,lohit,arunachal-pradesh,STA,1207,0
2018,1,DIS,lepa rada,arunachal-pradesh,STA,210,0
2018,1,DIS,lower dibang valley,arunachal-pradesh,STA,601,0
2018,1,DIS,longding,arunachal-pradesh,STA,256,0
2018,1,DIS,west siang,arunachal-pradesh,STA,846,0
2018,1,DIS,kamle,arunachal-pradesh,STA,22,0
2018,1,DIS,upper siang,arunachal-pradesh,STA,301,0
2018,1,DIS,kurung kumey,arunachal-pradesh,STA,97,0
2018,1,DIS,siang,arunachal-pradesh,STA,192,0
2018,1,DIS,kra daadi,arunachal-pradesh,STA,88,0
2018,1,DIS,changlang,arunachal-pradesh,STA,1208,0
2018,1,DIS,pakke kessang,arunachal-pradesh,STA,39,0
2018,1,DIS,east siang,arunachal-pradesh,STA,1803,0
2018,1,DIS,upper subansiri,arunachal-pradesh,STA,572,0
2018,1,DIS,tawang,arunachal-pradesh,STA,1525,0
2018,1,DIS,namsai,arunachal-pradesh,STA,737,0
2018,2,DIS,lower subansiri,arunachal-pradesh,STA,724,0
2018,2,DIS,tirap,arunachal-pradesh,STA,856,0
2018,2,DIS,papum pare,arunachal-pradesh,STA,11418,0
2018,2,DIS,anjaw,arunachal-pradesh,STA,410,0
2018,2,DIS,lower siang,arunachal-pradesh,STA,494,0
2018,2,DIS,dibang valley,arunachal-pradesh,STA,112,0
2018,2,DIS,west kameng,arunachal-pradesh,STA,3442,0
2018,2,DIS,shi yomi,arunachal-pradesh,STA,80,0
2018,2,DIS,east kameng,arunachal-pradesh,STA,343,0
2018,2,DIS,lohit,arunachal-pradesh,STA,1898,0
2018,2,DIS,lepa rada,arunachal-pradesh,STA,318,0
2018,2,DIS,lower dibang valley,arunachal-pradesh,STA,893,0
2018,2,DIS,longding,arunachal-pradesh,STA,412,0
2018,2,DIS,west siang,arunachal-pradesh,STA,1224,0
2018,2,DIS,kamle,arunachal-pradesh,STA,37,0
2018,2,DIS,upper siang,arunachal-pradesh,STA,481,0
2018,2,DIS,kurung kumey,arunachal-pradesh,STA,153,0
2018,2,DIS,siang,arunachal-pradesh,STA,293,0
2018,2,DIS,kra daadi,arunachal-pradesh,STA,144,0
2018,2,DIS,changlang,arunachal-pradesh,STA,2014,0
2018,2,DIS,pakke kessang,arunachal-pradesh,STA,66,0
2018,2,DIS,east siang,arunachal-pradesh,STA,2646,0
2018,2,DIS,upper subansiri,arunachal-pradesh,STA,883,0
2018,2,DIS,tawang,arunachal-pradesh,STA,2266,0
2018,2,DIS,namsai,arunachal-pradesh,STA,1276,0
2018,3,DIS,lower subansiri,arunachal-pradesh,STA,1033,0
2018,3,DIS,tirap,arunachal-pradesh,STA,1226,0
2018,3,DIS,papum pare,arunachal-pradesh,STA,16009,0
2018,3,DIS,anjaw,arunachal-pradesh,STA,542,0
2018,3,DIS,lower siang,arunachal-pradesh,STA,717,0
2018,3,DIS,dibang valley,arunachal-pradesh,STA,145,0
2018,3,DIS,west kameng,arunachal-pradesh,STA,4765,0
2018,3,DIS,shi yomi,arunachal-pradesh,STA,118,0
2018,3,DIS,east kameng,arunachal-pradesh,STA,521,0
2018,3,DIS,lohit,arunachal-pradesh,STA,2612,0
2018,3,DIS,lepa rada,arunachal-pradesh,STA,431,0
2018,3,DIS,lower dibang valley,arunachal-pradesh,STA,1286,0
2018,3,DIS,longding,arunachal-pradesh,STA,644,0
2018,3,DIS,west siang,arunachal-pradesh,STA,1652,0
2018,3,DIS,kamle,arunachal-pradesh,STA,65,0
2018,3,DIS,upper siang,arunachal-pradesh,STA,646,0
2018,3,DIS,kurung kumey,arunachal-pradesh,STA,222,0
2018,3,DIS,siang,arunachal-pradesh,STA,373,0
2018,3,DIS,kra daadi,arunachal-pradesh,STA,190,0
2018,3,DIS,changlang,arunachal-pradesh,STA,2889,0
2018,3,DIS,pakke kessang,arunachal-pradesh,STA,103,0
2018,3,DIS,east siang,arunachal-pradesh,STA,3590,0
2018,3,DIS,upper subansiri,arunachal-pradesh,STA,1169,0
2018,3,DIS,tawang,arunachal-pradesh,STA,3112,0
2018,3,DIS,namsai,arunachal-pradesh,STA,1862,0
2018,4,DIS,lower subansiri,arunachal-pradesh,STA,1459,0
2018,4,DIS,tirap,arunachal-pradesh,STA,1684,0
2018,4,DIS,papum pare,arunachal-pradesh,STA,21342,0
2018,4,DIS,anjaw,arunachal-pradesh,STA,744,0
2018,4,DIS,lower siang,arunachal-pradesh,STA,936,0
2018,4,DIS,dibang valley,arunachal-pradesh,STA,178,0
2018,4,DIS,west kameng,arunachal-pradesh,STA,6492,0
2018,4,DIS,shi yomi,arunachal-pradesh,STA,144,0
2018,4,DIS,east kameng,arunachal-pradesh,STA,691,0
2018,4,DIS,lohit,arunachal-pradesh,STA,3588,0
2018,4,DIS,lepa rada,arunachal-pradesh,STA,548,0
2018,4,DIS,lower dibang valley,arunachal-pradesh,STA,1827,0
2018,4,DIS,longding,arunachal-pradesh,STA,923,0
2018,4,DIS,west siang,arunachal-pradesh,STA,2117,0
2018,4,DIS,kamle,arunachal-pradesh,STA,109,0
2018,4,DIS,upper siang,arunachal-pradesh,STA,868,0
2018,4,DIS,kurung kumey,arunachal-pradesh,STA,321,0
2018,4,DIS,siang,arunachal-pradesh,STA,483,0
2018,4,DIS,kra daadi,arunachal-pradesh,STA,255,0
2018,4,DIS,changlang,arunachal-pradesh,STA,4036,0
2018,4,DIS,pakke kessang,arunachal-pradesh,STA,138,0
2018,4,DIS,east siang,arunachal-pradesh,STA,4813,0
2018,4,DIS,upper subansiri,arunachal-pradesh,STA,1576,0
2018,4,DIS,tawang,arunachal-pradesh,STA,4085,0
2018,4,DIS,namsai,arunachal-pradesh,STA,2495,0
2019,1,DIS,lower subansiri,arunachal-pradesh,STA,1879,0
2019,1,DIS,tirap,arunachal-pradesh,STA,2082,0
2019,1,DIS,papum pare,arunachal-pradesh,STA,26298,0
2019,1,DIS,anjaw,arunachal-pradesh,STA,934,0
2019,1,DIS,lower siang,arunachal-pradesh,STA,1123,0
2019,1,DIS,dibang valley,arunachal-pradesh,STA,211,0
2019,1,DIS,west kameng,arunachal-pradesh,STA,8115,0
2019,1,DIS,shi yomi,arunachal-pradesh,STA,186,0
2019,1,DIS,east kameng,arunachal-pradesh,STA,876,0
2019,1,DIS,lohit,arunachal-pradesh,STA,4416,0
2019,1,DIS,lepa rada,arunachal-pradesh,STA,710,0
2019,1,DIS,lower dibang valley,arunachal-pradesh,STA,2314,0
2019,1,DIS,longding,arunachal-pradesh,STA,1152,0
2019,1,DIS,west siang,arunachal-pradesh,STA,2656,0
2019,1,DIS,kamle,arunachal-pradesh,STA,141,0
2019,1,DIS,upper siang,arunachal-pradesh,STA,1125,0
2019,1,DIS,kurung kumey,arunachal-pradesh,STA,385,0
2019,1,DIS,siang,arunachal-pradesh,STA,651,0
2019,1,DIS,kra daadi,arunachal-pradesh,STA,350,0
2019,1,DIS,changlang,arunachal-pradesh,STA,5210,0
2019,1,DIS,pakke kessang,arunachal-pradesh,STA,162,0
2019,1,DIS,east siang,arunachal-pradesh,STA,5899,0
2019,1,DIS,upper subansiri,arunachal-pradesh,STA,1906,0
2019,1,DIS,tawang,arunachal-pradesh,STA,5023,0
2019,1,DIS,namsai,arunachal-pradesh,STA,3153,0
2019,2,DIS,lower subansiri,arunachal-pradesh,STA,2463,11644
2019,2,DIS,tirap,arunachal-pradesh,STA,2697,12779
2019,2,DIS,papum pare,arunachal-pradesh,STA,32800,163673
2019,2,DIS,anjaw,arunachal-pradesh,STA,1175,4993
2019,2,DIS,lower siang,arunachal-pradesh,STA,1457,7737
2019,2,DIS,dibang valley,arunachal-pradesh,STA,241,258
2019,2,DIS,west kameng,arunachal-pradesh,STA,9782,73944
2019,2,DIS,shi yomi,arunachal-pradesh,STA,225,24
2019,2,DIS,east kameng,arunachal-pradesh,STA,1075,4146
2019,2,DIS,lohit,arunachal-pradesh,STA,5485,32550
2019,2,DIS,lepa rada,arunachal-pradesh,STA,903,4196
2019,2,DIS,lower dibang valley,arunachal-pradesh,STA,2842,12669
2019,2,DIS,longding,arunachal-pradesh,STA,1420,13256
2019,2,DIS,west siang,arunachal-pradesh,STA,3393,15972
2019,2,DIS,kamle,arunachal-pradesh,STA,212,972
2019,2,DIS,upper siang,arunachal-pradesh,STA,1372,2710
2019,2,DIS,kurung kumey,arunachal-pradesh,STA,481,2171
2019,2,DIS,siang,arunachal-pradesh,STA,831,3209
2019,2,DIS,kra daadi,arunachal-pradesh,STA,440,2639
2019,2,DIS,changlang,arunachal-pradesh,STA,6884,37725
2019,2,DIS,pakke kessang,arunachal-pradesh,STA,211,1237
2019,2,DIS,east siang,arunachal-pradesh,STA,7319,34596
2019,2,DIS,upper subansiri,arunachal-pradesh,STA,2355,9043
2019,2,DIS,tawang,arunachal-pradesh,STA,5908,32103
2019,2,DIS,namsai,arunachal-pradesh,STA,3914,18627
2019,3,DIS,lower subansiri,arunachal-pradesh,STA,2928,42877
2019,3,DIS,tirap,arunachal-pradesh,STA,3099,49222
2019,3,DIS,papum pare,arunachal-pradesh,STA,38845,582435
2019,3,DIS,anjaw,arunachal-pradesh,STA,1358,19509
2019,3,DIS,lower siang,arunachal-pradesh,STA,1689,25736
2019,3,DIS,dibang valley,arunachal-pradesh,STA,271,1436
2019,3,DIS,west kameng,arunachal-pradesh,STA,11186,260068
2019,3,DIS,shi yomi,arunachal-pradesh,STA,239,158
2019,3,DIS,east kameng,arunachal-pradesh,STA,1304,19974
2019,3,DIS,lohit,arunachal-pradesh,STA,6421,112322
2019,3,DIS,lepa rada,arunachal-pradesh,STA,1064,13695
2019,3,DIS,lower dibang valley,arunachal-pradesh,STA,3398,43057
2019,3,DIS,longding,arunachal-pradesh,STA,1634,46571
2019,3,DIS,west siang,arunachal-pradesh,STA,4101,64241
2019,3,DIS,kamle,arunachal-pradesh,STA,258,3686
2019,3,DIS,upper siang,arunachal-pradesh,STA,1486,8960
2019,3,DIS,kurung kumey,arunachal-pradesh,STA,572,8396
2019,3,DIS,siang,arunachal-pradesh,STA,948,13437
2019,3,DIS,kra daadi,arunachal-pradesh,STA,524,11363
2019,3,DIS,changlang,arunachal-pradesh,STA,8145,139098
2019,3,DIS,pakke kessang,arunachal-pradesh,STA,244,5099
2019,3,DIS,east siang,arunachal-pradesh,STA,8571,118071
2019,3,DIS,upper subansiri,arunachal-pradesh,STA,2748,35114
2019,3,DIS,tawang,arunachal-pradesh,STA,6553,114907
2019,3,DIS,namsai,arunachal-pradesh,STA,4563,72268
2019,4,DIS,lower subansiri,arunachal-pradesh,STA,3564,53396
2019,4,DIS,tirap,arunachal-pradesh,STA,3605,67097
2019,4,DIS,papum pare,arunachal-pradesh,STA,44746,670934
2019,4,DIS,anjaw,arunachal-pradesh,STA,1564,23729
2019,4,DIS,lower siang,arunachal-pradesh,STA,1921,28156
2019,4,DIS,dibang valley,arunachal-pradesh,STA,289,1738
2019,4,DIS,west kameng,arunachal-pradesh,STA,12562,313584
2019,4,DIS,shi yomi,arunachal-pradesh,STA,266,880
2019,4,DIS,east kameng,arunachal-pradesh,STA,1623,27850
2019,4,DIS,lohit,arunachal-pradesh,STA,7386,129353
2019,4,DIS,lepa rada,arunachal-pradesh,STA,1263,20798
2019,4,DIS,lower dibang valley,arunachal-pradesh,STA,3944,50034
2019,4,DIS,longding,arunachal-pradesh,STA,1847,48945
2019,4,DIS,west siang,arunachal-pradesh,STA,4773,70790
2019,4,DIS,kamle,arunachal-pradesh,STA,323,5098
2019,4,DIS,upper siang,arunachal-pradesh,STA,1804,26060
2019,4,DIS,kurung kumey,arunachal-pradesh,STA,653,7904
2019,4,DIS,siang,arunachal-pradesh,STA,1131,19220
2019,4,DIS,kra daadi,arunachal-pradesh,STA,603,13700
2019,4,DIS,changlang,arunachal-pradesh,STA,9662,152680
2019,4,DIS,pakke kessang,arunachal-pradesh,STA,296,5981
2019,4,DIS,east siang,arunachal-pradesh,STA,9859,132534
2019,4,DIS,upper subansiri,arunachal-pradesh,STA,3144,42354
2019,4,DIS,tawang,arunachal-pradesh,STA,7303,139898
2019,4,DIS,namsai,arunachal-pradesh,STA,5190,87627
2020,1,DIS,lower subansiri,arunachal-pradesh,STA,4351,72887
2020,1,DIS,tirap,arunachal-pradesh,STA,4261,76554
2020,1,DIS,papum pare,arunachal-pradesh,STA,51342,819599
2020,1,DIS,anjaw,arunachal-pradesh,STA,1747,25453
2020,1,DIS,lower siang,arunachal-pradesh,STA,2201,35216
2020,1,DIS,dibang valley,arunachal-pradesh,STA,320,2195
2020,1,DIS,west kameng,arunachal-pradesh,STA,13983,332479
2020,1,DIS,shi yomi,arunachal-pradesh,STA,290,989
2020,1,DIS,east kameng,arunachal-pradesh,STA,1962,37103
2020,1,DIS,lohit,arunachal-pradesh,STA,8454,159158
2020,1,DIS,lepa rada,arunachal-pradesh,STA,1532,28280
2020,1,DIS,lower dibang valley,arunachal-pradesh,STA,4650,71091
2020,1,DIS,longding,arunachal-pradesh,STA,2201,58817
2020,1,DIS,west siang,arunachal-pradesh,STA,5757,97255
2020,1,DIS,kamle,arunachal-pradesh,STA,373,7135
2020,1,DIS,upper siang,arunachal-pradesh,STA,2143,37600
2020,1,DIS,kurung kumey,arunachal-pradesh,STA,725,11471
2020,1,DIS,siang,arunachal-pradesh,STA,1390,24530
2020,1,DIS,kra daadi,arunachal-pradesh,STA,701,16770
2020,1,DIS,changlang,arunachal-pradesh,STA,11262,201632
2020,1,DIS,pakke kessang,arunachal-pradesh,STA,371,9758
2020,1,DIS,east siang,arunachal-pradesh,STA,11298,167166
2020,1,DIS,upper subansiri,arunachal-pradesh,STA,3675,56522
2020,1,DIS,tawang,arunachal-pradesh,STA,8048,138728
2020,1,DIS,namsai,arunachal-pradesh,STA,6029,109933
2020,2,DIS,lower subansiri,arunachal-pradesh,STA,5392,108893
2020,2,DIS,tirap,arunachal-pradesh,STA,5239,114770
2020,2,DIS,papum pare,arunachal-pradesh,STA,59968,932769
2020,2,DIS,anjaw,arunachal-pradesh,STA,1961,34903
2020,2,DIS,lower siang,arunachal-pradesh,STA,2644,48738
2020,2,DIS,dibang valley,arunachal-pradesh,STA,367,4076
2020,2,DIS,west kameng,arunachal-pradesh,STA,15766,394250
2020,2,DIS,shi yomi,arunachal-pradesh,STA,320,1597
2020,2,DIS,east kameng,arunachal-pradesh,STA,2506,53112
2020,2,DIS,lohit,arunachal-pradesh,STA,10154,219948
2020,2,DIS,lepa rada,arunachal-pradesh,STA,1890,38098
2020,2,DIS,lower dibang valley,arunachal-pradesh,STA,5782,110670
2020,2,DIS,longding,arunachal-pradesh,STA,2751,86086
2020,2,DIS,west siang,arunachal-pradesh,STA,7239,147515
2020,2,DIS,kamle,arunachal-pradesh,STA,509,11566
2020,2,DIS,upper siang,arunachal-pradesh,STA,2552,54123
2020,2,DIS,kurung kumey,arunachal-pradesh,STA,834,16738
2020,2,DIS,siang,arunachal-pradesh,STA,1831,40101
2020,2,DIS,kra daadi,arunachal-pradesh,STA,870,25480
2020,2,DIS,changlang,arunachal-pradesh,STA,14036,293705
2020,2,DIS,pakke kessang,arunachal-pradesh,STA,438,13500
2020,2,DIS,east siang,arunachal-pradesh,STA,13601,235755
2020,2,DIS,upper subansiri,arunachal-pradesh,STA,4465,80310
2020,2,DIS,tawang,arunachal-pradesh,STA,8993,170812
2020,2,DIS,namsai,arunachal-pradesh,STA,7426,149491
2020,3,DIS,lower subansiri,arunachal-pradesh,STA,6456,117359
2020,3,DIS,tirap,arunachal-pradesh,STA,6119,125437
2020,3,DIS,papum pare,arunachal-pradesh,STA,69419,1157730
2020,3,DIS,anjaw,arunachal-pradesh,STA,2226,42320
2020,3,DIS,lower siang,arunachal-pradesh,STA,2983,51520
2020,3,DIS,dibang valley,arunachal-pradesh,STA,411,4634
2020,3,DIS,west kameng,arunachal-pradesh,STA,17636,461190
2020,3,DIS,shi yomi,arunachal-pradesh,STA,337,2788
2020,3,DIS,east kameng,arunachal-pradesh,STA,3169,63062
2020,3,DIS,lohit,arunachal-pradesh,STA,11755,264444
2020,3,DIS,lepa rada,arunachal-pradesh,STA,2304,47233
2020,3,DIS,lower dibang valley,arunachal-pradesh,STA,6799,117752
2020,3,DIS,longding,arunachal-pradesh,STA,3277,91330
2020,3,DIS,west siang,arunachal-pradesh,STA,8623,158496
2020,3,DIS,kamle,arunachal-pradesh,STA,639,12196
2020,3,DIS,upper siang,arunachal-pradesh,STA,3011,59246
2020,3,DIS,kurung kumey,arunachal-pradesh,STA,1025,18583
2020,3,DIS,siang,arunachal-pradesh,STA,2225,42723
2020,3,DIS,kra daadi,arunachal-pradesh,STA,1026,29126
2020,3,DIS,changlang,arunachal-pradesh,STA,16385,326045
2020,3,DIS,pakke kessang,arunachal-pradesh,STA,508,11721
2020,3,DIS,east siang,arunachal-pradesh,STA,15921,302165
2020,3,DIS,upper subansiri,arunachal-pradesh,STA,5295,106598
2020,3,DIS,tawang,arunachal-pradesh,STA,9944,224583
2020,3,DIS,namsai,arunachal-pradesh,STA,8553,165140
2020,4,DIS,lower subansiri,arunachal-pradesh,STA,7388,124398
2020,4,DIS,tirap,arunachal-pradesh,STA,6805,134124
2020,4,DIS,papum pare,arunachal-pradesh,STA,77936,1397025
2020,4,DIS,anjaw,arunachal-pradesh,STA,2485,61121
2020,4,DIS,lower siang,arunachal-pradesh,STA,3320,54476
2020,4,DIS,dibang valley,arunachal-pradesh,STA,444,7677
2020,4,DIS,west kameng,arunachal-pradesh,STA,19464,455337
2020,4,DIS,shi yomi,arunachal-pradesh,STA,370,5847
2020,4,DIS,east kameng,arunachal-pradesh,STA,3638,62876
2020,4,DIS,lohit,arunachal-pradesh,STA,13126,285992
2020,4,DIS,lepa rada,arunachal-pradesh,STA,2735,57036
2020,4,DIS,lower dibang valley,arunachal-pradesh,STA,7693,132469
2020,4,DIS,longding,arunachal-pradesh,STA,3753,87881
2020,4,DIS,west siang,arunachal-pradesh,STA,9911,180696
2020,4,DIS,kamle,arunachal-pradesh,STA,745,14866
2020,4,DIS,upper siang,arunachal-pradesh,STA,3497,80140
2020,4,DIS,kurung kumey,arunachal-pradesh,STA,1173,21168
2020,4,DIS,siang,arunachal-pradesh,STA,2635,48090
2020,4,DIS,kra daadi,arunachal-pradesh,STA,1141,27924
2020,4,DIS,changlang,arunachal-pradesh,STA,18203,320708
2020,4,DIS,pakke kessang,arunachal-pradesh,STA,593,11458
2020,4,DIS,east siang,arunachal-pradesh,STA,17822,349321
2020,4,DIS,upper subansiri,arunachal-pradesh,STA,6069,125505
2020,4,DIS,tawang,arunachal-pradesh,STA,10909,249095
2020,4,DIS,namsai,arunachal-pradesh,STA,9437,177437
2021,1,DIS,lower subansiri,arunachal-pradesh,STA,8044,136547
2021,1,DIS,tirap,arunachal-pradesh,STA,7376,136247
2021,1,DIS,papum pare,arunachal-pradesh,STA,84715,1553363
2021,1,DIS,anjaw,arunachal-pradesh,STA,2660,55283
2021,1,DIS,lower siang,arunachal-pradesh,STA,3594,61226
2021,1,DIS,dibang valley,arunachal-pradesh,STA,478,9538
2021,1,DIS,west kameng,arunachal-pradesh,STA,21027,483047
2021,1,DIS,shi yomi,arunachal-pradesh,STA,390,7228
2021,1,DIS,east kameng,arunachal-pradesh,STA,3990,69455
2021,1,DIS,lohit,arunachal-pradesh,STA,14231,295880
2021,1,DIS,lepa rada,arunachal-pradesh,STA,3008,68424
2021,1,DIS,lower dibang valley,arunachal-pradesh,STA,8402,145425
2021,1,DIS,longding,arunachal-pradesh,STA,4117,92482
2021,1,DIS,west siang,arunachal-pradesh,STA,10836,191242
2021,1,DIS,kamle,arunachal-pradesh,STA,814,16142
2021,1,DIS,upper siang,arunachal-pradesh,STA,3847,87503
2021,1,DIS,kurung kumey,arunachal-pradesh,STA,1287,25911
2021,1,DIS,siang,arunachal-pradesh,STA,2878,56271
2021,1,DIS,kra daadi,arunachal-pradesh,STA,1244,30137
2021,1,DIS,changlang,arunachal-pradesh,STA,19716,344148
2021,1,DIS,pakke kessang,arunachal-pradesh,STA,647,14995
2021,1,DIS,east siang,arunachal-pradesh,STA,19342,363085
2021,1,DIS,upper subansiri,arunachal-pradesh,STA,6577,122422
2021,1,DIS,tawang,arunachal-pradesh,STA,11778,230123
2021,1,DIS,namsai,arunachal-pradesh,STA,10242,200584
2021,2,DIS,lower subansiri,arunachal-pradesh,STA,8685,444426
2021,2,DIS,tirap,arunachal-pradesh,STA,7955,547430
2021,2,DIS,papum pare,arunachal-pradesh,STA,90871,1786163
2021,2,DIS,anjaw,arunachal-pradesh,STA,2866,174807
2021,2,DIS,lower siang,arunachal-pradesh,STA,3872,246789
2021,2,DIS,dibang valley,arunachal-pradesh,STA,516,77457
2021,2,DIS,west kameng,arunachal-pradesh,STA,22625,1490269
2021,2,DIS,shi yomi,arunachal-pradesh,STA,430,99619
2021,2,DIS,east kameng,arunachal-pradesh,STA,4314,221705
2021,2,DIS,lohit,arunachal-pradesh,STA,15360,1008718
2021,2,DIS,lepa rada,arunachal-pradesh,STA,3249,228236
2021,2,DIS,lower dibang valley,arunachal-pradesh,STA,9094,434361
2021,2,DIS,longding,arunachal-pradesh,STA,4456,495881
2021,2,DIS,west siang,arunachal-pradesh,STA,11657,467127
2021,2,DIS,kamle,arunachal-pradesh,STA,883,164726
2021,2,DIS,upper siang,arunachal-pradesh,STA,4145,428792
2021,2,DIS,kurung kumey,arunachal-pradesh,STA,1398,201782
2021,2,DIS,siang,arunachal-pradesh,STA,3116,410979
2021,2,DIS,kra daadi,arunachal-pradesh,STA,1353,150762
2021,2,DIS,changlang,arunachal-pradesh,STA,21404,1212334
2021,2,DIS,pakke kessang,arunachal-pradesh,STA,702,156638
2021,2,DIS,east siang,arunachal-pradesh,STA,20817,855042
2021,2,DIS,upper subansiri,arunachal-pradesh,STA,7057,293916
2021,2,DIS,tawang,arunachal-pradesh,STA,12636,830993
2021,2,DIS,namsai,arunachal-pradesh,STA,11111,596897
2021,3,DIS,lower subansiri,arunachal-pradesh,STA,9451,558377
2021,3,DIS,tirap,arunachal-pradesh,STA,8665,578706
2021,3,DIS,papum pare,arunachal-pradesh,STA,97854,2308276
2021,3,DIS,anjaw,arunachal-pradesh,STA,3099,267726
2021,3,DIS,lower siang,arunachal-pradesh,STA,4229,347190
2021,3,DIS,dibang valley,arunachal-pradesh,STA,571,113574
2021,3,DIS,west kameng,arunachal-pradesh,STA,24489,2155265
2021,3,DIS,shi yomi,arunachal-pradesh,STA,473,181457
2021,3,DIS,east kameng,arunachal-pradesh,STA,4671,265900
2021,3,DIS,lohit,arunachal-pradesh,STA,16680,1408514
2021,3,DIS,lepa rada,arunachal-pradesh,STA,3527,264771
2021,3,DIS,lower dibang valley,arunachal-pradesh,STA,9920,581463
2021,3,DIS,longding,arunachal-pradesh,STA,4890,594284
2021,3,DIS,west siang,arunachal-pradesh,STA,12616,544772
2021,3,DIS,kamle,arunachal-pradesh,STA,974,203013
2021,3,DIS,upper siang,arunachal-pradesh,STA,4506,556857
2021,3,DIS,kurung kumey,arunachal-pradesh,STA,1509,292922
2021,3,DIS,siang,arunachal-pradesh,STA,3396,433332
2021,3,DIS,kra daadi,arunachal-pradesh,STA,1475,179974
2021,3,DIS,changlang,arunachal-pradesh,STA,23328,1668215
2021,3,DIS,pakke kessang,arunachal-pradesh,STA,770,213423
2021,3,DIS,east siang,arunachal-pradesh,STA,22538,1086775
2021,3,DIS,upper subansiri,arunachal-pradesh,STA,7652,375423
2021,3,DIS,tawang,arunachal-pradesh,STA,13650,1355010
2021,3,DIS,namsai,arunachal-pradesh,STA,12140,674435
2021,4,DIS,lower subansiri,arunachal-pradesh,STA,10187,348485
2021,4,DIS,tirap,arunachal-pradesh,STA,9331,311867
2021,4,DIS,papum pare,arunachal-pradesh,STA,104806,3554385
2021,4,DIS,anjaw,arunachal-pradesh,STA,3342,125753
2021,4,DIS,lower siang,arunachal-pradesh,STA,4550,156209
2021,4,DIS,dibang valley,arunachal-pradesh,STA,621,18166
2021,4,DIS,west kameng,arunachal-pradesh,STA,26237,1160379
2021,4,DIS,shi yomi,arunachal-pradesh,STA,498,15201
2021,4,DIS,east kameng,arunachal-pradesh,STA,5027,153109
2021,4,DIS,lohit,arunachal-pradesh,STA,17980,728676
2021,4,DIS,lepa rada,arunachal-pradesh,STA,3810,168938
2021,4,DIS,lower dibang valley,arunachal-pradesh,STA,10679,341060
2021,4,DIS,longding,arunachal-pradesh,STA,5345,215529
2021,4,DIS,west siang,arunachal-pradesh,STA,13555,389171
2021,4,DIS,kamle,arunachal-pradesh,STA,1069,48042
2021,4,DIS,upper siang,arunachal-pradesh,STA,4850,208167
2021,4,DIS,kurung kumey,arunachal-pradesh,STA,1633,54213
2021,4,DIS,siang,arunachal-pradesh,STA,3675,121770
2021,4,DIS,kra daadi,arunachal-pradesh,STA,1593,63448
2021,4,DIS,changlang,arunachal-pradesh,STA,25155,829350
2021,4,DIS,pakke kessang,arunachal-pradesh,STA,835,35976
2021,4,DIS,east siang,arunachal-pradesh,STA,24208,897713
2021,4,DIS,upper subansiri,arunachal-pradesh,STA,8201,240330
2021,4,DIS,tawang,arunachal-pradesh,STA,14665,506240
2021,4,DIS,namsai,arunachal-pradesh,STA,13092,538118
2022,1,DIS,lower subansiri,arunachal-pradesh,STA,10854,1566925
2022,1,DIS,tirap,arunachal-pradesh,STA,9972,1634844
2022,1,DIS,papum pare,arunachal-pradesh,STA,111271,3209286
2022,1,DIS,anjaw,arunachal-pradesh,STA,3560,640611
2022,1,DIS,lower siang,arunachal-pradesh,STA,4882,1085994
2022,1,DIS,dibang valley,arunachal-pradesh,STA,656,267633
2022,1,DIS,west kameng,arunachal-pradesh,STA,27860,4098935
2022,1,DIS,shi yomi,arunachal-pradesh,STA,540,230973
2022,1,DIS,east kameng,arunachal-pradesh,STA,5355,703590
2022,1,DIS,lohit,arunachal-pradesh,STA,19214,3212352
2022,1,DIS,lepa rada,arunachal-pradesh,STA,4049,1182371
2022,1,DIS,lower dibang valley,arunachal-pradesh,STA,11401,1918566
2022,1,DIS,longding,arunachal-pradesh,STA,5700,1728795
2022,1,DIS,west siang,arunachal-pradesh,STA,14420,1420049
2022,1,DIS,kamle,arunachal-pradesh,STA,1144,758412
2022,1,DIS,upper siang,arunachal-pradesh,STA,5146,2047229
2022,1,DIS,kurung kumey,arunachal-pradesh,STA,1744,845626
2022,1,DIS,siang,arunachal-pradesh,STA,3942,1227784
2022,1,DIS,kra daadi,arunachal-pradesh,STA,1701,720274
2022,1,DIS,changlang,arunachal-pradesh,STA,26904,4323291
2022,1,DIS,pakke kessang,arunachal-pradesh,STA,887,770322
2022,1,DIS,east siang,arunachal-pradesh,STA,25763,3444101
2022,1,DIS,upper subansiri,arunachal-pradesh,STA,8731,921019
2022,1,DIS,tawang,arunachal-pradesh,STA,15589,1922991
2022,1,DIS,namsai,arunachal-pradesh,STA,14054,1536586
2022,2,DIS,lower subansiri,arunachal-pradesh,STA,11479,1637036
2022,2,DIS,tirap,arunachal-pradesh,STA,10538,2173316
2022,2,DIS,papum pare,arunachal-pradesh,STA,117568,3870115
2022,2,DIS,anjaw,arunachal-pradesh,STA,3769,942878
2022,2,DIS,lower siang,arunachal-pradesh,STA,5161,1296404
2022,2,DIS,dibang valley,arunachal-pradesh,STA,701,212502
2022,2,DIS,west kameng,arunachal-pradesh,STA,29424,5493311
